task_id,seed,cell_id,raw_generation_sha256,extracted_program_sha256,pipeline_extracted,observed_status,pipeline_status,failure_stage,exception_type_or_evaluator_outcome,failure_category,classification_basis,scaffold_candidate,healer_candidate,semantic_risk,review_status
Mbpp/279,22,810f8f2f910fa891dcb3421a6569d98869571f7994be7a0b6d91f4be0ff0d2d6,ef5fa142d7eabd31a5027fbfc35a493794a7743c73563299e0a9cf6c14a72310,ef5fa142d7eabd31a5027fbfc35a493794a7743c73563299e0a9cf6c14a72310,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/279,33,6ba8763ff58080bd7b0a71e787b920bccba485f34093d9c901e11387e1223a0c,1359c0f7ca53c0eb006b1ed84f872ed2f235ce4537b224425042a37bca6f5bea,1359c0f7ca53c0eb006b1ed84f872ed2f235ce4537b224425042a37bca6f5bea,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/279,44,1baf100de9b3ad830b046800aa7f54f62ecc43074043e971ffc9c40b03eec83e,4129b11dde903c04cf552791f2f81aafd71d605645751580055519305cc6f5aa,4129b11dde903c04cf552791f2f81aafd71d605645751580055519305cc6f5aa,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/279,55,c8ce3b1a5e4281760604ccfbeb5537898bcd0258de0421e1b093b643ba5a0832,f3c8edcd288df78a2379a497d858d16a006340d7bc1fbdad47715701e9e3538a,f3c8edcd288df78a2379a497d858d16a006340d7bc1fbdad47715701e9e3538a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/125,11,67887b051ae8e14e621af1c73f2369c3590a200086a14368f85e81c45a0dd2b2,3efa3ad1293bfc380bbe00a2ecc3f01ce0a6ba02356bb6b9f95303b0e29c3319,3efa3ad1293bfc380bbe00a2ecc3f01ce0a6ba02356bb6b9f95303b0e29c3319,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/125,22,3b7ad073f8c43d1eb5f660cf8fe63afe2a8810fb15e0396046ce8403cad22dab,29f40c822b6a7b48046cd2f700d01473f74ce9858adf66b8e2c1fcdd9f8a07be,29f40c822b6a7b48046cd2f700d01473f74ce9858adf66b8e2c1fcdd9f8a07be,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,high,classified_from_saved_diagnostics
Mbpp/125,33,08f947f348b0cc64ea684223529e30739a2edf0cfb57b1805f2989e8ac9ab422,08581970479f644bc3d729aa19e44960eaab028a5f8c398e4f22e643d4eabe8e,08581970479f644bc3d729aa19e44960eaab028a5f8c398e4f22e643d4eabe8e,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/125,44,892c4b8e09644d06bc78c6d094fcc2c53a09916abc7c49983f0284917089200b,b5a4800368804eaa5fd9807a93a4ba4c2bbc43bd406e0dd91872ece93f4f8e24,b5a4800368804eaa5fd9807a93a4ba4c2bbc43bd406e0dd91872ece93f4f8e24,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/125,55,7969422520b0523bb72a8bcdb49b66a8dbb0fa0c93e6e4d439f416fba957d7fb,199ad5309dca62bb7c53bd293f5c1f5466eacd3e2bfdbc6e0c7cf17d3da3b7dd,199ad5309dca62bb7c53bd293f5c1f5466eacd3e2bfdbc6e0c7cf17d3da3b7dd,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/603,11,dbae68004ea29fe5f7a85d1c577b194a476591209f95aef21ab11732b0ea30ea,3de7493d337ae02f4c642c58d2a91fc5ac0ee5f41c0a7233dd9abc6549c90dc4,3de7493d337ae02f4c642c58d2a91fc5ac0ee5f41c0a7233dd9abc6549c90dc4,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/603,22,80e0042cfd8658cbd8824b052d035020739339c8d6176aff914bdd5eb835fcc7,84437fa8100d703e076edc1350acfa3d7b6633b5ef996a880a30959c45ffdd94,84437fa8100d703e076edc1350acfa3d7b6633b5ef996a880a30959c45ffdd94,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/603,33,c76d7ec2f46776fe4c1f398bb1d249afd91c83f4b920aeaeb4567016252a6436,3de7c3da217e10672adf30aa296aec284d5459880f5aca6703df305c091af427,3de7c3da217e10672adf30aa296aec284d5459880f5aca6703df305c091af427,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/603,44,e67929afe52382f4fbd4170ff5ca0565375d0cbd6738ad5f16aa31c3197a375a,5211ef2f040bc644e80b9f11f8616c39c688c0a4431c6961c76bd0bde0bd01fb,5211ef2f040bc644e80b9f11f8616c39c688c0a4431c6961c76bd0bde0bd01fb,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,unknown,manual_review_required
Mbpp/603,55,af166102a134b03f7cf351ad173124791e4d92011b02c3a4f93b65adefb2cd02,5a74ee9c6f529231b4e508ed578622d7b4b77150b3cc3d5981aa808c306972bb,5a74ee9c6f529231b4e508ed578622d7b4b77150b3cc3d5981aa808c306972bb,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,high,classified_from_saved_diagnostics
