run_id,timestamp,model_name,skill_name,ablation_id,sample_index,code_commit_hash,python_version,mcri_version,model_temperature,repetitions_planned,repetitions_completed,fail_count,pass_rate,avg_exec_time,score_l1_total,score_l1_1_syntax,score_l1_2_runtime,score_l2_total,score_l2_1_contract,score_l2_2_purity,avg_l3_total,avg_l3_1_internal,avg_l3_2_external,avg_l4_total,avg_l4_1_numeric,avg_l4_2_visual,avg_l4_3_artifacts,avg_complexity_math_ops,avg_complexity_inference_steps,avg_complexity_ast_nodes,avg_complexity_loop_depth,score_program_total,score_math_total,score_l5_architecture,avg_l4_4_mqi,avg_mcri_total,source_code_path,notes,batch_id,golden_prompt_path,prompt_hash,prompt_tokens,completion_tokens,total_tokens,latency_ms,healer_applied,healer_fix_count,healer_fixes_basic,healer_fixes_regex,healer_fixes_ast
58ecb12b-dda2-45a4-8cb8-985d574aadaf,2026-02-23T15:12:59.368315+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,0,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,9.0,0.0,14.5,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_4fe140ef.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: NameError; Rep2 失敗: NameError; Rep3 失敗: NameError; 成功 0/3 次 | Perf: 96.14s | Tokens: In=759, Out=2048 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:1",,,,759,2048,2807,96142,0,0,0,0,0
bdb5332a-a502-4c07-94fc-7f6fcbbfd9d6,2026-02-23T15:26:50.779798+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,30.67,8.33,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_fc84e821.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.71s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:4",,,,2125,554,2679,25715,1,2,0,0,2
bd128788-0c84-473b-9382-0b9ece97adf5,2026-02-23T15:27:18.747686+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,5,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,31.33,8.67,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_dae783ce.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.28s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:5",,,,2125,554,2679,25283,1,2,0,0,2
7848f957-3af8-4b63-a552-e8b1e378d20e,2026-02-23T15:28:51.936334+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,6,,3.14.0,6.4,0.7,3,3,0,0.0,0.0,13.0,5.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,0.0,22.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_490f121d.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 90.62s | Tokens: In=759, Out=2048 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:1",,,,759,2048,2807,90625,0,0,0,0,0
90c6cdd6-9c1a-49c0-a4d7-837a4a71f089,2026-02-23T15:29:06.528902+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,6,,3.14.0,6.4,0.7,3,3,0,0.3333,0.0,8.0,5.5,2.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,25.0,5.0,255.0,1.0,33.5,47.0,10.5,5.0,80.5,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_16e3d47f.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); Rep1 失敗: IndexError; Rep2 失敗: IndexError; 成功 1/3 次 | Perf: 12.10s | Tokens: In=759, Out=278 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:2",,,,759,278,1037,12097,0,0,0,0,0
8534db0a-bbc9-425f-ac36-4320171b283d,2026-02-23T15:29:24.125625+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,14.67,10.0,4.67,28.33,5.0,4.0,5.0,21.0,5.33,273.0,1.0,37.0,43.0,10.5,5.0,80.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_0bec21ba.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 15.06s | Tokens: In=759, Out=346 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:3",,,,759,346,1105,15065,0,0,0,0,0
d356dc04-9da9-4c31-b20d-274999fa6826,2026-02-23T15:29:41.763534+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,13.5,6.0,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,28.0,7.33,273.0,1.0,37.0,47.0,10.5,5.0,84.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_6423f304.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 15.05s | Tokens: In=759, Out=346 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:4",,,,759,346,1105,15052,0,0,0,0,0
dc0ba8a5-f634-47bc-99aa-b7854ff93ec9,2026-02-23T15:30:01.433831+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,1,6,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,13.0,5.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,28.0,5.0,4.33,3.67,29.33,5.67,337.0,1.0,38.5,46.0,10.5,5.0,84.5,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_50d23ee5.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 缺少 Docstring/TypeHint (-2.0); 全部成功 (平均 0.00s) | Perf: 16.97s | Tokens: In=759, Out=382 | Fix: [Bare] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PENDING | GenRun:5",,,,759,382,1141,16969,0,0,0,0,0
7b55cb09-e5b0-4921-a08c-d525754d496e,2026-02-23T15:30:31.487267+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,27.0,5.0,4.0,5.0,30.0,6.67,4108.0,2.0,47.0,45.0,17.0,5.0,92.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_33fcd9d4.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 27.10s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:1",,,,2125,554,2679,27104,1,1,0,0,0
f418d47f-33ab-4eee-a0be-02e1bf88353a,2026-02-23T15:30:59.849597+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,31.33,7.67,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_50af9f9d.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.69s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:2",,,,2125,554,2679,25693,1,1,0,0,0
2eb8866f-573d-466a-9b3c-104809e86a7e,2026-02-23T15:31:28.443887+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,33.67,9.33,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_b4a74473.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.94s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:3",,,,2125,554,2679,25938,1,1,0,0,0
77546463-8a94-4e32-967d-40bc282339c1,2026-02-23T15:31:57.267716+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,16.33,10.0,6.33,27.0,5.0,4.0,5.0,23.67,5.33,4108.0,2.0,47.0,43.33,17.0,5.0,90.33,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_d4938e7f.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 26.05s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:4",,,,2125,554,2679,26049,1,1,0,0,0
6ca71112-2b53-454e-9eb0-9d57eb87a4e5,2026-02-23T15:32:26.025996+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,2,7,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,30.33,8.33,4108.0,2.0,47.0,47.0,17.0,5.0,94.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_9b89e2bd.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.89s | Tokens: In=2125, Out=554 | Fix: [Minimal Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=0) | Verify: Internal Logic Check = PASSED | GenRun:5",,,,2125,554,2679,25892,1,1,0,0,0
daa83169-63fe-4015-8a8f-49654f8f8632,2026-02-23T15:32:55.448063+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,8,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,28.67,6.67,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_c569bc9e.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 26.44s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:1",,,,2125,554,2679,26442,1,2,0,0,2
e71fd352-f69f-40e1-b0ba-7fa0ba8f6ac1,2026-02-23T15:33:25.020732+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,8,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,28.33,7.0,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_0f99827a.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 26.71s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:2",,,,2125,554,2679,26713,1,2,0,0,2
d4ca42cc-1a74-4159-9d56-e4cd7a3bd815,2026-02-23T15:33:53.219369+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,8,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,28.0,6.0,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_cdab42a6.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.45s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:3",,,,2125,554,2679,25454,1,2,0,0,2
a471d2ae-efb4-45b9-9eb3-f5775b1ef14b,2026-02-23T15:34:21.913644+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,8,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,33.0,8.33,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_c0c153b9.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.77s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:4",,,,2125,554,2679,25765,1,2,0,0,2
f5e0ecd6-da26-4c7f-9ffe-2e6af9d2551a,2026-02-23T15:34:49.693549+00:00,qwen3-14b,jh_數學2上_FourOperationsOfRadicals,3,8,,3.14.0,6.4,0.7,3,3,0,1.0,0.0,15.0,7.5,7.5,15.0,7.5,7.5,18.0,10.0,8.0,29.0,5.0,4.0,5.0,30.67,7.67,4104.0,2.0,50.0,47.0,20.0,5.0,97.0,E:\Python\MathProject_AST_Research\agent_tools\reports\jh_數學2上_FourOperationsOfRadicals\qwen3_14b\gen_code\temp_gen_87986800.py,"L1: AST 解析成功; 無危險函數(或已豁免); Import 白名單通過; 全部成功 (平均 0.00s) | Perf: 25.02s | Tokens: In=2125, Out=554 | Fix: [Full Healer] | Fixes: Basic=0, Advanced=(Regex=0, AST=2) | Verify: Internal Logic Check = PASSED | GenRun:5",,,,2125,554,2679,25021,1,2,0,0,2
