evidence_group,task_id,seed,p0_generation_id,p1_generation_id,p0_observed_status,p1_observed_status,p0_pipeline_status,p1_pipeline_status,pipeline_transition,p0_strict_python_only_compliant,p1_strict_python_only_compliant,p0_code_fence_marker_count,p1_code_fence_marker_count,p0_extra_text_outside_fences,p1_extra_text_outside_fences,p0_multiple_program_segments,p1_multiple_program_segments,p0_generation_truncated,p1_generation_truncated,p0_raw_compile_status,p1_raw_compile_status,p0_pipeline_compile_status,p1_pipeline_compile_status,p0_pipeline_entry_point_status,p1_pipeline_entry_point_status,p0_extraction_action,p1_extraction_action,p0_reasoning_leakage,p1_reasoning_leakage,p0_failure_taxonomy,p1_failure_taxonomy,p0_raw_characters,p1_raw_characters,p0_raw_lines,p1_raw_lines,p0_pipeline_top_level_defs,p1_pipeline_top_level_defs,observable_output_structure_difference,cell_adjudication,direct_evidence,confidence,causal_status,remaining_problem_bucket
p1_paired_regression,Mbpp/72,11,c83213eab0b5d72948fa2894797593d33c3c033a3849aa683802ae471b63d78b,edbaa7f725256a414046f57933977a59dd99129a07038062dcfbf330d99f21a0,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1285,633,31,19,dif_Square,dif_Square,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1285->633; raw_lines:31->19,model_sampling_variation,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has regressions=2 and rescues=1, so the within-task direction is mixed or isolated. Sampling attribution is a low-confidence inference.",low,inference_not_causal_identification,insufficient_evidence
p1_paired_rescue,Mbpp/72,22,290dea08968c92e509c78086c926c448c814971bff4d53947e5302c9544ebf46,a09167faad0e82d94a232c93b5ce88187107f0de42f289a8718e42957838008e,fail,pass,fail,pass,fail_to_pass,false,true,4,0,true,false,true,false,false,false,fail,pass,not_run_extraction_failed,pass,extraction_failed,present,reject_ambiguous:fenced_python,pass_through:plain_text,false,false,extraction_or_format_failure,pipeline_pass,1922,570,51,12,,dif_Square,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; pipeline_entry:extraction_failed->present; extraction:reject_ambiguous:fenced_python->pass_through:plain_text; raw_chars:1922->570; raw_lines:51->12,format_compliance_rescue,P0/P1 pipeline compile=not_run_extraction_failed/pass; entry=extraction_failed/present; extraction=reject_ambiguous:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=extraction_or_format_failure and P1 pipeline passed.,high,direct_mechanistic_evidence_for_evaluability_not_semantic_causality,none_pipeline_pass
common_pass,Mbpp/72,33,e87b06e190db502ac0a1049c6f798cfdded046945420031008537e5e829fb676,9251e33c4c3a75a2af1456e0de3fded4599061fcea3e201e34bde6caefad31a7,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,1947,304,43,9,dif_Square,dif_Square,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1947->304; raw_lines:43->9,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_regression,Mbpp/72,44,f9172b84c053e703674f083e9f457e7f7e5a352d383f8a77d24094eb9234d2f4,02b6a801c7ac7ec794085afcce4e3554485ae97e15fe2bd5102462c5bd829dce,fail,fail,pass,fail,pass_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,1379,601,29,20,dif_Square,dif_Square|dif_Square|dif_Square,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1379->601; raw_lines:29->20,model_sampling_variation,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has regressions=2 and rescues=1, so the within-task direction is mixed or isolated. Sampling attribution is a low-confidence inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/72,55,ec036f3e2cab7d7ba0e81cff30b04fdf1274e2efd8d803f2e4d5ab4bf085b309,0a149217236c5edd3357ce28fdf25b76de6841838664ac36837e0b4803491456,fail,fail,fail,fail,fail_to_fail,false,true,4,0,true,false,true,false,false,false,fail,pass,not_run_extraction_failed,pass,extraction_failed,present,reject_ambiguous:fenced_python,pass_through:plain_text,false,false,extraction_or_format_failure,unknown,1087,359,32,14,,dif_Square,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; pipeline_entry:extraction_failed->present; extraction:reject_ambiguous:fenced_python->pass_through:plain_text; raw_chars:1087->359; raw_lines:32->14,not_applicable,P0/P1 pipeline compile=not_run_extraction_failed/pass; entry=extraction_failed/present; extraction=reject_ambiguous:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_regression,Mbpp/792,11,a994d64f732cf4978ebb4b2da9c0521496dd453b32a4d23ef8f64c3d17383d88,7164674e6991cae4047817a4ca3a65a87fe039d0e6794ded49b0b019174594af,fail,fail,pass,fail,pass_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,480,44,19,2,count_list,count_list,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:480->44; raw_lines:19->2,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 3/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
p1_paired_regression,Mbpp/792,22,a78959b7b9578eefead8b09b8b6fbe86848f6be133e0696484c888b140858537,fcaeda134ff655fb938c910779ea69d01070527a9f084db8e1626f7ca11d1e52,fail,fail,pass,fail,pass_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,804,78,22,2,count_list,count_list,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:804->78; raw_lines:22->2,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 3/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/792,33,a03d84e377644192c40b568cf7afeb3c931518fc133f84919de04bd7eb2e586f,a00444a7b3f0dc19cf38d4bbf9fdeeefb9c85a6eddfc79e9ef5481abf5694b7e,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,unknown,472,78,19,2,count_lists,count_list,code_fence_markers:2->0; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:472->78; raw_lines:19->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/792,44,7188be2a942950860f8a68783868b4f288ad4e3a9434cf5e73652b5e456f2596,a011b6d9599d1c0bc9ab94187bd132a0b1f8ce38baf2cd01c7e79e9045a174ce,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,368,78,14,2,count_list,count_list,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:368->78; raw_lines:14->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_regression,Mbpp/792,55,e40722816a07d54ddce8f5ab9b57eeae21f8964ad0056a95c8b7fe10c23a0447,dde813af67814be058f200a2ed6f52be17ccedb376bab25870f5c7e63913e92a,fail,fail,pass,fail,pass_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,unknown,475,78,19,2,count_list,count_list,code_fence_markers:2->0; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:475->78; raw_lines:19->2,scaffold_plausibly_related,"P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; this task has 3/5 regressions and no rescues. Repeated direction is direct paired evidence, but scaffold causality is an inference.",low,inference_not_causal_identification,insufficient_evidence
persistent_failure,Mbpp/435,11,2787142b7fe26e42f11322df49bfd15687657ebfc8be547b7511969017578477,9a4ba4d0dd995568f77294327a8d0e2815d93a5bdff633e7795b8a6906c23ec7,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,unknown,297,36,13,2,last_digit,last_Digit,code_fence_markers:2->0; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:297->36; raw_lines:13->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/435,22,05050418147f9280cf3273f86e99eec9fae365c6f1ac46331fb191da37ce9934,a442f3cf2f498c5dd6b09cc91b39d21263b19c7fd0cd5727dce0a3188c826b17,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,unknown,222,36,11,2,last_digit,last_Digit,code_fence_markers:2->0; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:222->36; raw_lines:11->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
p1_paired_rescue,Mbpp/435,33,577e1143c1846403e1a6beb9f54b6c607b4fd765b5dcf5b29bb14782b3b6b996,e4c9c8ecc06f5f4a2c295e53fbbfbf1ab0370dc49e7e2cb82db40662b8c55d69,fail,pass,fail,pass,fail_to_pass,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,pipeline_pass,261,41,11,2,last_digit,last_Digit,code_fence_markers:2->0; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:261->41; raw_lines:11->2,compile_or_entry_improvement,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=missing_or_wrong_entry_point and P1 pipeline passed.,high,direct_mechanistic_evidence_for_evaluability_not_semantic_causality,none_pipeline_pass
persistent_failure,Mbpp/435,44,49ff1153841677d1f4a79cc42b382c34d32cebb4f8c0f76542d00032c8b2ec21,5105657ca9cb702a8e2b6b92000cb983044a51908aff55e5e8f6075e191e6bf0,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,unknown,283,84,11,2,last_digit,last_Digit,code_fence_markers:2->0; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:283->84; raw_lines:11->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/435,55,7660f0c2e7b7fedc38521eb533f862426c2911b71e32d1676b7e53fd796b9a73,72b93e4011a25aadbd7c9957b32225a8e08849e71becbba3992d7f495617df6e,fail,fail,fail,fail,fail_to_fail,false,true,2,0,false,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,unknown,288,46,11,2,last_digit,last_Digit,code_fence_markers:2->0; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:288->46; raw_lines:11->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/597,11,295c1fd0c787dab2b3ab1f8a87971f9dd54450bbba1d7f2abf2341e8c34ac871,462e9fa0273613c671939b65cf39a40aea72a73220442fd0dee3f6efa70b18ed,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,2005,758,54,26,find_kth,find_kth,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2005->758; raw_lines:54->26,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/597,22,e510f47da8c803d0e5fc6c02286f9b96d253f5eff21d11e3356a780b8ae2ef27,41a86296462f8ebf146c7ec3346abd203292c5da2ea4b8ed368b91dc2898380a,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,1611,420,47,15,find_kth,find_kth,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1611->420; raw_lines:47->15,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/597,33,ce1d0733323bd759467d23cd0ecc983ea34c205752dc097a904e045377cbc93e,36af723fe3301aefbd8c1a3d18f349f45d7307ba03dd87136ca9a2cff662d19d,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,2230,396,62,17,find_kth,find_kth,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2230->396; raw_lines:62->17,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/597,44,a57511948d206ed82ee21685525c04350946052925dae0231a895ba5968658e7,f1996e8904e56298d8f8866768c69fa168ef527f5e4a9a5737a5907724c49ad3,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,2286,693,60,33,find_kth,find_kth,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2286->693; raw_lines:60->33,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
persistent_failure,Mbpp/597,55,11b43c01de5671319400742d332bc9c593690398837aee7f0d6164d899c56f03,f54be678a955033537d95d1192668614816aca6250ac0b0af7f15c13d3b501a5,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,unknown,2357,1193,63,33,find_kth,find_kth,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2357->1193; raw_lines:63->33,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,insufficient_evidence
common_pass,Mbpp/732,11,a6d741d5bd7f5a4bb63ea4d9139645a6cee4956acd69265a79df9c48cb1d2556,760389ebf0c04738fa39262e9e149afa65d3e0725c3aef6371985e0764236f65,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,1380,94,35,2,replace_specialchar,replace_specialchar,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1380->94; raw_lines:35->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
common_pass,Mbpp/732,22,d8fa8bc84e41679755fadb4091a97f6ddb62cfe8f5e60f57b8d91aa83b0a5571,afe03af955aacfdeb812be18a3bf00fbff4b4443a8892be47e71273135a87d88,fail,pass,pass,pass,pass_to_pass,false,true,4,0,true,false,true,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,1698,94,43,2,replace_specialchar,replace_specialchar,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1698->94; raw_lines:43->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_rescue,Mbpp/732,33,5daf796a664f78df0d63a6b4ee25853c4f892dcb7a927f6142bd610d28a4e155,95701b3ef9c5bd4edf67a9c110847197bea29a21a1c7b4c58be7ded9f999e915,fail,pass,fail,pass,fail_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,pipeline_pass,2004,94,43,2,replace_specialchar,replace_specialchar,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:2004->94; raw_lines:43->2,insufficient_evidence,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=unknown and saved evaluator diagnostics do not identify why P1 passed.,low,not_identified,none_pipeline_pass
p1_paired_rescue,Mbpp/732,44,2fca77fe866d4d34bc80e48a2834a76cdace57f75b1a58af3cd9f445b3ff66b4,7f9dd5abf274212a9bad69b2a986a5f7b5c3c7e5ee1afe3d0bc45be8b01e6e64,fail,pass,fail,pass,fail_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,pipeline_pass,1289,94,36,2,replace_specialchar,replace_specialchar,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:1289->94; raw_lines:36->2,insufficient_evidence,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=unknown and saved evaluator diagnostics do not identify why P1 passed.,low,not_identified,none_pipeline_pass
common_pass,Mbpp/732,55,a234cfcdbb3644b4dd98e7bf2165ace8b0c317e38de7e9a931e4d5831c176d80,07e48acb6972972dd2fb33728025e11e7910161961c966789104f2e026b9b077,fail,pass,pass,pass,pass_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,873,94,28,2,replace_specialchar,replace_specialchar,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:873->94; raw_lines:28->2,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_rescue,Mbpp/721,11,41284b8fc1a8621a2733c926d6f72c497347096a2d3dbdfb82f4a85da1574109,d03c7bcb43ccb18fde6378ff1466c0b122b66b74d4a4a2200e86d5ea23e751eb,fail,pass,fail,pass,fail_to_pass,false,true,9,0,true,false,true,false,true,false,fail,pass,not_run_extraction_failed,pass,extraction_failed,present,reject_ambiguous:fenced_other,pass_through:plain_text,false,false,extraction_or_format_failure,pipeline_pass,5133,1397,131,37,,maxAverageOfPath,code_fence_markers:9->0; extra_text:true->false; multiple_programs:true->false; truncation:true->false; raw_compile:fail->pass; pipeline_entry:extraction_failed->present; extraction:reject_ambiguous:fenced_other->pass_through:plain_text; raw_chars:5133->1397; raw_lines:131->37,format_compliance_rescue,P0/P1 pipeline compile=not_run_extraction_failed/pass; entry=extraction_failed/present; extraction=reject_ambiguous:fenced_other/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=extraction_or_format_failure and P1 pipeline passed.,high,direct_mechanistic_evidence_for_evaluability_not_semantic_causality,none_pipeline_pass
p1_paired_rescue,Mbpp/721,22,41a4b3f32519d9ee9375445e84d450b8935fd0262db0dc46aeeea3559356181f,4807c362a0dcf5c148a13d661888747969db5b5773de61e93f93fcd7e1b2ff5c,fail,pass,fail,pass,fail_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,pipeline_pass,3973,857,85,30,max_average_of_path,maxAverageOfPath,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:3973->857; raw_lines:85->30,compile_or_entry_improvement,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=missing_or_wrong_entry_point and P1 pipeline passed.,high,direct_mechanistic_evidence_for_evaluability_not_semantic_causality,none_pipeline_pass
common_pass,Mbpp/721,33,efa77ca2c60646eb3d66bbb4d00a8f4cf3b7965e855d4739a317a6af97a50c96,8fea0246f4742080be15d43de862bbff3602669a2e5d6cc659766d0a97f72f29,fail,pass,pass,pass,pass_to_pass,false,true,4,0,true,false,true,false,true,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,pipeline_pass,pipeline_pass,5435,812,115,27,maxAverageOfPath,maxAverageOfPath,code_fence_markers:4->0; extra_text:true->false; multiple_programs:true->false; truncation:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:5435->812; raw_lines:115->27,not_applicable,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,none_pipeline_pass
p1_paired_rescue,Mbpp/721,44,d886976985c4b193ba789cd10484fdb157eb9499f058c3ab272ddb5891505c73,e45505d5acb293b478a8b73c4c40ff97fbe137bdcc273c2c2f1163c8ec9c3be6,fail,pass,fail,pass,fail_to_pass,false,true,3,0,true,false,false,false,true,false,fail,pass,pass,pass,missing,present,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,pipeline_pass,5804,784,155,26,max_average_of_path,maxAverageOfPath,code_fence_markers:3->0; extra_text:true->false; truncation:true->false; raw_compile:fail->pass; pipeline_entry:missing->present; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:5804->784; raw_lines:155->26,compile_or_entry_improvement,P0/P1 pipeline compile=pass/pass; entry=missing/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=missing_or_wrong_entry_point and P1 pipeline passed.,high,direct_mechanistic_evidence_for_evaluability_not_semantic_causality,none_pipeline_pass
p1_paired_rescue,Mbpp/721,55,279afad0c4983b1db8865c3e8522ce29a09a3c3b723bc2ac017ee26901ba87a8,3aef6d5b5fd7a14b560774e720711551c406827eacb0feb668600141476ae1d2,fail,pass,fail,pass,fail_to_pass,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,present,present,extract:fenced_python,pass_through:plain_text,false,false,unknown,pipeline_pass,4475,1282,91,36,maxAverageOfPath,maxAverageOfPath,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:4475->1282; raw_lines:91->36,insufficient_evidence,P0/P1 pipeline compile=pass/pass; entry=present/present; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; P0 taxonomy=unknown and saved evaluator diagnostics do not identify why P1 passed.,low,not_identified,none_pipeline_pass
persistent_failure,Mbpp/765,11,e247aa0251c3a0652463579434bcf07cd398a5043e77f0ef194230c45308fd15,afa8fe88377f0622328f6f467c5e92864de7dd34bd7bf603b703b33e094ef7a6,fail,fail,fail,fail,fail_to_fail,false,false,2,0,true,false,false,false,false,true,fail,fail,pass,fail,present,not_assessed_compile_fail,extract:fenced_python,pass_through:plain_text,false,false,unknown,syntax_failure,5047,8068,106,176,is_polite,compile_failed,code_fence_markers:2->0; extra_text:true->false; truncation:false->true; pipeline_entry:present->not_assessed_compile_fail; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:5047->8068; raw_lines:106->176,not_applicable,P0/P1 pipeline compile=pass/fail; entry=present/not_assessed_compile_fail; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,possibly_evaluator_blind_healer
persistent_failure,Mbpp/765,22,01241e8f31e2f3cb70493e72e92c238db5a1debd2d651bd5e4fd21d4e0bd72c5,9698de75e34cd4671397ad840c1e051086d4f1d8eb74d9acd28f2b36ffdec4b8,fail,fail,fail,fail,fail_to_fail,false,true,2,0,true,false,false,false,false,false,fail,pass,pass,pass,missing,missing,extract:fenced_python,pass_through:plain_text,false,false,missing_or_wrong_entry_point,missing_or_wrong_entry_point,3256,997,83,31,nth_polite_number,nth_polite_number,code_fence_markers:2->0; extra_text:true->false; raw_compile:fail->pass; extraction:extract:fenced_python->pass_through:plain_text; raw_chars:3256->997; raw_lines:83->31,not_applicable,P0/P1 pipeline compile=pass/pass; entry=missing/missing; extraction=extract:fenced_python/pass_through:plain_text; raw hashes differ=True; no discordant pipeline transition.,not_applicable,descriptive_only,suitable_for_scaffold
