task_id,seed,generation_id,raw_generation_sha256,pipeline_output_sha256,pipeline_extracted,observed_status,pipeline_status,failure_stage,exception_type_or_evaluator_outcome,failure_category,classification_basis,format_or_extraction_failure,syntax_failure,entry_point_failure,generation_truncation,protocol_violation,unknown_failure,scaffold_candidate,evaluator_blind_healer_candidate,must_not_auto_repair,semantic_risk,review_status,candidate_label_caveat
Mbpp/14,44,9cac611f30e8e5de482b0c73a746ed001233570f7626535ff8a45a29f68acc5f,417f9bef31261cfa4581865672cdb82a28c286b78488d465739550010f19f7e1,417f9bef31261cfa4581865672cdb82a28c286b78488d465739550010f19f7e1,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/787,44,3fdf2ec31720e5257a11f2576412951d0fff125ceb2786af3317a5f0445166f8,596d2fd815e213730aca3782be03f1bb7b4649583a89724b696a52186d058beb,596d2fd815e213730aca3782be03f1bb7b4649583a89724b696a52186d058beb,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/722,11,97c20e4a4149a3efb2f11d10679f0dcfed9aeb79b444a05ba338d2f4f22e1130,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/722,22,479c66e82f37857bf685ce23ee4c0b9822e50ee19c9c35d67f45f1abffd58a43,0878cb92a1fa924a4d03a3e31403163c4085e6e5eab96f8de632fd499d78396a,0878cb92a1fa924a4d03a3e31403163c4085e6e5eab96f8de632fd499d78396a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/722,33,71ba63083857e94fb654ea030fa58b72c094f1fa71d5511d991b2a4344c7d0a2,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/722,44,ceba7c45d40855d3207080323bd135f75df2415e3bbfa97fdc9614366bde65bb,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/722,55,33b251bc597a0f133e3496af31e69eb51bc226c92727e6ff3248566c0e6268f0,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,c0d3c3231ddafb575c0f7832334d0ee9fbeb493e6639f4a545d4ee26b913ef7d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/781,33,82586fc7ee6ae6abbdf7e88aa149e5de2baedc47877731432b981eddfb60201f,fc17814351d62244e5a82756b0ad56e80d490ad3df4f783c5b94ed1f6c5b21f1,fc17814351d62244e5a82756b0ad56e80d490ad3df4f783c5b94ed1f6c5b21f1,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/781,55,0c843ca7cab3af43fa509bb2224d00f30af59bb73b490a2cb1b6bb708c912476,90afd8f0c792317282ce20c89d4da8c34828c91037804a62a61745c4a60103c5,90afd8f0c792317282ce20c89d4da8c34828c91037804a62a61745c4a60103c5,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/622,11,91d8c90d51c785308231379abe45a2ab1f7e231781445ae37f51a47540501edb,5912098a76fe4192096069659f55a123b0e564336770c589f525ec7c846a3235,5912098a76fe4192096069659f55a123b0e564336770c589f525ec7c846a3235,true,fail,fail,syntax_compile,syntax_compile_fail,syntax_failure,saved pipeline_corrected_syntax_compile_status is fail,false,true,false,true,false,false,true,true,false,high,classified_from_saved_diagnostics,candidate_label_not_validated_repair_rule
Mbpp/622,22,c4ef626b73f288435716926c61fcb362bb35984ad1244f2c6bb17c35acfd15a8,87fcaf5979d3ef1d8136fd4a06fbfa90d2718b44356d72f7daafb9c9cc3336c8,87fcaf5979d3ef1d8136fd4a06fbfa90d2718b44356d72f7daafb9c9cc3336c8,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/622,33,99566e4e9b907047e9787185fea305ac560ba81b11336fcad73ab1dff3527098,dcae1b3a0e0e0bc08467c8a00c8990f3da8047e323eb5529e73d15b6005152db,dcae1b3a0e0e0bc08467c8a00c8990f3da8047e323eb5529e73d15b6005152db,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/622,44,7b8e6fbb6a722c8b7d7e6ca7980e829ea5a010da1b3da012777e702354326c18,879abe98a974afeb5ac77e7c28489ce0ad7a001820aaf55f40809af191ae0c7b,879abe98a974afeb5ac77e7c28489ce0ad7a001820aaf55f40809af191ae0c7b,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/622,55,95acb909646839a2a918e714e30a067bc0adf6e786370e369fb143198c8a517b,affc54cada2f4f2c8e4e48b9dc2b2ee0a40363d5a1ddf4f67fed1f1616b1c8a2,affc54cada2f4f2c8e4e48b9dc2b2ee0a40363d5a1ddf4f67fed1f1616b1c8a2,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/607,11,24b83a25e6b554a5fbe7ebdcba796402e62073e7d1c338ed67ddc4117f773fb1,ab8d5d9f2e609a0d8bf3b8646b80e7dc2a67bad2d7e3752ae4074aab7b71479d,ab8d5d9f2e609a0d8bf3b8646b80e7dc2a67bad2d7e3752ae4074aab7b71479d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/607,22,c4c70329f26c08770020f113baa25aaf1ca624f60ec4fd22c28b606077dfd45e,692e9cc5f3b223f653c3e825b924a93f7c69c06c629c451fe9c7002939b9c9aa,692e9cc5f3b223f653c3e825b924a93f7c69c06c629c451fe9c7002939b9c9aa,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/607,33,985b27847262e88fcab89b3019707d5eedaf66fc142e3415a8cd9f7105278184,01fdf64ffa084652611eae89ebf814da2dd2071ddbb1fd2808d280fad33b835f,01fdf64ffa084652611eae89ebf814da2dd2071ddbb1fd2808d280fad33b835f,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/607,44,bce43204d3cfa3825e206a8ca4e1bfd7f0a65c726c398f5c5b2a8efc80f807d9,6dcc8404e19e45d8278de58a263e4e728b207ce00e23e65407e74ebe6bd94c98,6dcc8404e19e45d8278de58a263e4e728b207ce00e23e65407e74ebe6bd94c98,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/607,55,d539bf2d3a508283680eaeb0e6435e0287dc4853e54ce94f4fef3986caa3407c,7023916dcb3eb2414f64a4c4b99be5f95d6364efb129e803ce07d64c84cd4e20,7023916dcb3eb2414f64a4c4b99be5f95d6364efb129e803ce07d64c84cd4e20,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/410,11,73ca303af3601d36144ae30958c5df372492824dcfb4f3d919f320b88263a68d,ac2c48ce43cb0dae3f88585f17001cdc25eacb7310353ca7c1029e48f8e5ac0c,ac2c48ce43cb0dae3f88585f17001cdc25eacb7310353ca7c1029e48f8e5ac0c,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/410,22,378e9923389c34d435777f6ca8e1f988f78639587c522bd7e3b9abe3a09f5cbb,e9c856ba254ff809210f2de30b644cce6d357bd9bf23124b4e35deb344aa7bd6,e9c856ba254ff809210f2de30b644cce6d357bd9bf23124b4e35deb344aa7bd6,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/410,33,84f48e293013f3e0548b6b0e3817aff23c823302d43a9bd7e859cac7873b9c83,9f77adc7db2152d1ad90231c000b989b6f0cd092ddd34668b15bb0f35ab9a76a,9f77adc7db2152d1ad90231c000b989b6f0cd092ddd34668b15bb0f35ab9a76a,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/410,44,8ab444934b4005e2d9d154526a5b3d6306d88fa2f586e000a22e2d1464cd744e,924ef620126bac39100604a3ba0192346dd92ceb67657bbd524b1090495f9666,924ef620126bac39100604a3ba0192346dd92ceb67657bbd524b1090495f9666,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/410,55,23a64cb44efee82806a69f6a9bb392bca3a68622c3f295b61e54fe7feb887988,3078130803bc3ac6ebdc11cc1c03ce1e5d62acf0e5f9b594621a275ed036d84e,3078130803bc3ac6ebdc11cc1c03ce1e5d62acf0e5f9b594621a275ed036d84e,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/581,11,2ce71038c3baebff9a4e2502cac95d2da5dff5b5b4d19aa7ca57e6308b03d7ee,f17ad79279cbf2160f04c46fb176b644e5aceb42c2e79596f55d9e773984cf62,f17ad79279cbf2160f04c46fb176b644e5aceb42c2e79596f55d9e773984cf62,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/581,22,7c380e20c3263d3e566cebe5bd0926faa4df4b0a0f3b90208a97e08c18e23bac,e4b6f817d9137fda37ca46d002a36bfb951e89e62273c4667a8a5d309d3bde0d,e4b6f817d9137fda37ca46d002a36bfb951e89e62273c4667a8a5d309d3bde0d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/581,33,b56e669d8be577ca2ad63e790fd8bdf2c88e35e3e21c436e77e258fda1e81a20,7a1b43b0d5e120ef12b969af41e57a14b224cd7460a0550b5436e864666894c2,7a1b43b0d5e120ef12b969af41e57a14b224cd7460a0550b5436e864666894c2,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/581,44,13fb3fb03c0c9c583b669d5cfeb196794b244716a492f4aca91a4bf6a2850f6a,3d8571ddb863da9c6ad613e66094807575971f2339db09f4465db91563223bcc,3d8571ddb863da9c6ad613e66094807575971f2339db09f4465db91563223bcc,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/581,55,6980908288e622ca24d6a7ebafa4576e7f9e8e15c0d150c12683800630e88e59,e4b6f817d9137fda37ca46d002a36bfb951e89e62273c4667a8a5d309d3bde0d,e4b6f817d9137fda37ca46d002a36bfb951e89e62273c4667a8a5d309d3bde0d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/255,11,25b0815c28cdb3c00bcc109d852b072efc70cfa6cd058c6a570d8f2f9ad1f577,48b43a9a0cdccaaefdc5fb0b20cef144a18e229af5fb2939ce4618350e3557c7,48b43a9a0cdccaaefdc5fb0b20cef144a18e229af5fb2939ce4618350e3557c7,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/255,22,417d5bc9c6f843d7c3ffe6855cfa4f220188839f36ab523bdd887255b662efda,1fff051f1a923d81b7495da8b73c0599c1446295ecafa2ba96587ba071477d37,1fff051f1a923d81b7495da8b73c0599c1446295ecafa2ba96587ba071477d37,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/255,33,cf95cc22eda99535754cd4cdf4c23a0a9fd010442d0e82741c389fd0dc74a357,1fff051f1a923d81b7495da8b73c0599c1446295ecafa2ba96587ba071477d37,1fff051f1a923d81b7495da8b73c0599c1446295ecafa2ba96587ba071477d37,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/255,44,ba07f953c69a9bdda5c4773b39bcc4425d4cf469c15400f999e061ece73a3ac7,ab88992419e2bf12ee7f2f5bf9bbd85f3b71098dec9fe7b9c79c615f1ad201c1,ab88992419e2bf12ee7f2f5bf9bbd85f3b71098dec9fe7b9c79c615f1ad201c1,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/255,55,680abbc5421a3d809acb1adc88923ca9fa98d4dae067e641423be4138f085941,1fff051f1a923d81b7495da8b73c0599c1446295ecafa2ba96587ba071477d37,1fff051f1a923d81b7495da8b73c0599c1446295ecafa2ba96587ba071477d37,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/99,11,bef55968300b4f59719a23db4494e253189ad1c990344aa835db69681ad1d7b0,e9b54ac7a7fc0ab3baef2f693b17ffbc2f9a477417b535a2a32dbccaa7c31b20,e9b54ac7a7fc0ab3baef2f693b17ffbc2f9a477417b535a2a32dbccaa7c31b20,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/99,22,09e5797740065b9063caa5cf39d6518b66c2874748f90cb62db43e7a9a359e4f,e9b54ac7a7fc0ab3baef2f693b17ffbc2f9a477417b535a2a32dbccaa7c31b20,e9b54ac7a7fc0ab3baef2f693b17ffbc2f9a477417b535a2a32dbccaa7c31b20,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/99,33,e03364a2f35b3e0b35cfb91704bc3305a0f06df78f5a100dac7e6606aed118f5,7b4e369f749e40029ec5b9369687f212a7d98787d36c78b038ba9d5e35f82a60,7b4e369f749e40029ec5b9369687f212a7d98787d36c78b038ba9d5e35f82a60,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/99,44,f5c73b1826cb01a97e360e98dbe0bc2d709c8c0bb788b6e5fe5b2cf6a77f15e3,e9b54ac7a7fc0ab3baef2f693b17ffbc2f9a477417b535a2a32dbccaa7c31b20,e9b54ac7a7fc0ab3baef2f693b17ffbc2f9a477417b535a2a32dbccaa7c31b20,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/99,55,c275bdc361e87e1a5391643376c4299fdb764b31af8bd8a9caab05e74b9d8e80,c5adfcfdf63dd4d4b5aaa370048f7f1fec7d723700aec82848b07fdeadee9c23,c5adfcfdf63dd4d4b5aaa370048f7f1fec7d723700aec82848b07fdeadee9c23,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/103,11,57f657977170bbfa01847f018e2124ae7f1d4f0511f293ff319496209ce2e0b1,4a22d9399b612d0ddac7fc55efa35f46f5db685f771513e14ba51b61b97d3d7d,4a22d9399b612d0ddac7fc55efa35f46f5db685f771513e14ba51b61b97d3d7d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/103,44,ce943f0289e6dbd00ea1307c5a010b52d1055f1441e0b6e5aedb560e3e59bb61,f58c66bdd6e3133f0cf89c7f48fca596ad5091e1265d7486a081883c6c1adba5,f58c66bdd6e3133f0cf89c7f48fca596ad5091e1265d7486a081883c6c1adba5,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/103,55,6632e39bf06676ac43868600d2d2fd5789bffbcb2ac0cf44f7223794ebd19611,bda424855ed6a58afd4ab5b090f295597d40bb6656fbc7374a686981b7e5fd90,bda424855ed6a58afd4ab5b090f295597d40bb6656fbc7374a686981b7e5fd90,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/427,11,ec46b0f1a98174848a91e8f53e796b25c974618b13fbce5717e4844ca29d8093,9c7017cd42f8d60eba08d43f5c1c013cb4c43b978f724f621c4cbe90b8dbdbde,9c7017cd42f8d60eba08d43f5c1c013cb4c43b978f724f621c4cbe90b8dbdbde,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/427,22,408c584c4d9423cc3f720ac54f47ca49b364575929caa5165a4ea0f60599b7cf,5dae3e96e27121f0eac4379e191a8197de69deac81b535c454ac1bf53a444d06,5dae3e96e27121f0eac4379e191a8197de69deac81b535c454ac1bf53a444d06,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/427,33,432047139b37d175196af8eac1ee98b664f2d8182bd1b380f14626b0e2ca4b86,80ede6ee082a21d35d5196f5499952784e83881d2750c3b2002ffc7ed7d75cec,80ede6ee082a21d35d5196f5499952784e83881d2750c3b2002ffc7ed7d75cec,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/427,44,ec2a4eb5ba5477f2722159653f1c3539ec2b46d80e681110da5aef96ad0bdd37,9689bab902b4db5865bae2cf247a5ff523af3e4ce8654b47219e889359218566,9689bab902b4db5865bae2cf247a5ff523af3e4ce8654b47219e889359218566,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/427,55,4e5e7a8ec7034e354e93510d0a0d601c3d3a9a1dd2a19a89e35c5e4991f7721c,9689bab902b4db5865bae2cf247a5ff523af3e4ce8654b47219e889359218566,9689bab902b4db5865bae2cf247a5ff523af3e4ce8654b47219e889359218566,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
Mbpp/771,11,f1485436a8f1556f61de47479282563cc2a598428625bb5b9d30971983e7d928,281e96f6a3d0659fd8cb83b5ff93b6e9a47604eaaebc49adb306ef518c4d2a9d,281e96f6a3d0659fd8cb83b5ff93b6e9a47604eaaebc49adb306ef518c4d2a9d,true,fail,fail,evalplus_execution_or_assertion,evalplus_failure_unspecified,unknown,"saved artifacts show compile pass, expected entry point present, and generic EvalPlus failure; they do not distinguish import/name error, runtime exception, or functional assertion failure",false,false,false,false,false,true,false,false,true,unknown,manual_review_required,candidate_label_not_validated_repair_rule
